2
-4.0	-4.0	0.0	0.0	
-3.84	-3.968	1.6	0.3200000000000003	
-3.4239999999999995	-3.872	2.5600000000000005	0.6400000000000006	
-2.7519999999999993	-3.7119999999999997	4.16	0.9600000000000009	
-1.9519999999999993	-3.5519999999999996	3.8400000000000003	0.6400000000000009	
-1.0239999999999991	-3.5199999999999996	5.44	-0.31999999999999906	
0.16000000000000097	-3.551999999999999	6.4	1.2212453270876722e-15	
1.4720000000000013	-3.5199999999999987	6.720000000000001	0.3200000000000015	
2.7200000000000015	-3.359999999999998	5.760000000000001	1.2800000000000016	
3.7120000000000015	-3.007999999999998	4.16	2.240000000000002	
4.384000000000001	-2.4639999999999973	2.56	3.200000000000002	
4.800000000000001	-1.7279999999999966	1.6	4.160000000000002	
4.960000000000001	-0.7999999999999963	0.0	5.120000000000002	
4.800000000000001	0.3200000000000042	-1.6	6.080000000000002	
4.448	1.5680000000000047	-1.92	6.400000000000002	
4.032	2.8800000000000052	-2.2399999999999998	6.720000000000002	
3.68	4.128000000000005	-1.2799999999999996	5.7600000000000025	
